' Title Id;Description;Product code;Company Code;Notes;Versions;Region;Available on cdn;ico file Id;Native Resolution; Native Fps; Cap effect (NOEF, SYNCSCR, SYNCSCR)
'000500001014CF00';Coaster Crazy Deluxe;wup-n-wcde;00hl;-;v32;usa;yes;'000500001014CF00';720;60;SYNCSCR
'000500001014D000';My Farm;wup-n-wmfe;-;-;v0;usa;yes;'000500001014C900';720;60;SYNCSCR
'000500001014D100';Scram Kitty And His Buddy On Rails;wup-p-wktp;00cs;-;v17;eur;yes;'0005000010149500';720;60;SYNCSCR
'000500001014D600';Trine 2;wup-n-wbdj;-;-;v2;jpn;yes;'00050000101B7800';720;30;SYNCSCR
'000500001014D800';Knytt Underground;wup-p-wbcp;-;-;v0;eur;yes;'000500001014D800';720;60;SYNCSCR
'000500001014D900';Puyo Puyo Tetris;wup-n-aptj;008p;-;v32;jpn;yes;'000500001014D900';720;60;SYNCSCR
'000500001014DB00';Bayonetta;-;-;-;v16;jpn;yes;'000500001014DB00';720;60;SYNCSCR
'000500001014DD00';Chimpuzzle Pro;wup-p-wcpp;-;-;v0;eur;yes;'000500001014DD00';1080;60;SYNCSCR
'000500001014DE00';The Lego Movie Videogame;wup-n-alae;00wr;-;v16;usa;yes;'000500001014DE00';720;30;SYNCSCR
'000500001014DF00';Spot The Differences Party;wup-n-wdfe;-;-;v0;usa;yes;'0005000010149200';720;60;SYNCSCR
'000500001014E000';The Lego Movie Videogame;wup-p-alap;00wr;-;v18;eur;yes;'000500001014DE00';720;30;SYNCSCR
'000500001014E100';Adventure Time Explore The Dungeon Because I Dont Know;wup-p-advp;00af;-;v16;eur;yes;'0005000010144000';1080;60;SYNCSCR
'000500001014E200';Phineas And Ferb Quest For Cool Stuff;-;-;-;v0;eur;notmd;'0005000010139400';720;60;SYNCSCR
'000500001014E300';Zumba Fitness World Party;wup-u-azbp;00gt;-;v16;eur;notmd;'000500001014E300';720;60;SYNCSCR
'000500001014EF00';Knytt Underground;wup-n-wbce;-;-;v0;usa;yes;'000500001014D800';720;60;SYNCSCR
'000500001014F000';Tnt Racers Nitro Machines Edition;wup-n-waye;-;-;v0;usa;yes;'0005000010142800';1080;60;SYNCSCR
'000500001014F100';Mighty Switch Force 2;wup-p-wm2p;-;-;v0;eur;yes;'000500001014F100';720;60;SYNCSCR
'000500001014FB00';QUBE Director s Cut;wup-p-wdcp;-;-;v0;eur;yes;'000500001014FB00';720;60;SYNCSCR
'000500001014FC00';Mighty Switch Force 2;wup-n-wm2e;-;-;v0;usa;yes;'000500001014F100';720;60;SYNCSCR
'000500001014FD00';Cubemen 2;wup-n-wane;-;-;v0;usa;yes;'000500001014FD00';720;60;SYNCSCR
'000500001014FE00';My Style Studio Hair Salon;wup-n-whse;-;-;v0;usa;yes;'000500001014FE00';720;60;SYNCSCR
'000500001014FF00';Percy s Predicament;wup-n-wape;-;-;v0;usa;yes;'000500001014FF00';720;60;SYNCSCR
'0005000010150200';Cubemen 2;wup-p-wanp;-;-;v0;eur;yes;'000500001014FD00';720;60;SYNCSCR
'0005000010150300';Dr Luigi;wup-n-waqj;-;-;v0;jpn;yes;'0005000010150300';720;60;SYNCSCR
'0005000010150500';Ice Hockey;wup-n-fbue;-;-;v0;usa;yes;'0005000010150500';720;60;SYNCSCR
'0005000010150600';Ice Hockey;wup-n-fbup;-;-;v0;eur;yes;'0005000010150500';720;60;SYNCSCR
'0005000010150800';Wario s Woods;wup-n-fbve;-;-;v0;usa;yes;'0005000010150800';720;60;SYNCSCR
'0005000010150900';Wario s Woods;wup-n-fbvp;-;-;v0;eur;yes;'0005000010150800';720;60;SYNCSCR
'0005000010150A00';Bubble Bobble;wup-n-fbwj;-;-;v0;jpn;yes;'0005000010150A00';720;60;SYNCSCR
'0005000010151100';Super Dodgeball;wup-n-fb2e;-;-;v0;usa;yes;'0005000010151100';720;60;SYNCSCR
'0005000010151200';Super Dodgeball;wup-n-fb2p;-;-;v0;eur;yes;'0005000010151100';720;60;SYNCSCR
'0005000010151400';Castlevania;wup-n-fb3e;-;-;v0;usa;yes;'0005000010151400';720;60;SYNCSCR
'0005000010151500';Castlevania;wup-n-fb3p;-;-;v0;eur;yes;'0005000010151400';720;60;SYNCSCR
'0005000010152100';Edge;wup-p-wedp;-;-;v0;eur;yes;'0005000010152100';720;60;SYNCSCR
'0005000010152200';Edge;wup-n-wede;-;-;v0;usa;yes;'0005000010152100';720;60;SYNCSCR
'0005000010152300';Toki Tori;wup-n-wkre;-;-;v0;usa;yes;'0005000010152400';720;60;SYNCSCR
'0005000010152400';Toki Tori;wup-p-wkrp;-;-;v0;eur;yes;'0005000010152400';720;60;SYNCSCR
'0005000010152500';Rush;wup-p-wcfp;-;-;v0;eur;yes;'0005000010152500';720;60;SYNCSCR
'0005000010152600';Rush;wup-n-wcfe;-;-;v1;usa;yes;'0005000010152500';720;60;SYNCSCR
'0005000010152700';Wooden Sen SeY;wup-p-wdsp;-;-;v0;eur;yes;'0005000010152700';720;60;SYNCSCR
'0005000010152A00';Dr Luigi;wup-n-waqe;-;-;v0;usa;yes;'0005000010152A00';720;60;SYNCSCR
'0005000010152B00';Dr Luigi;wup-p-waqp;-;-;v0;eur;yes;'0005000010152A00';720;60;SYNCSCR
'0005000010152E00';NES Open Tournament Golf;wup-n-fb4e;-;-;v0;usa;yes;'0005000010152E00';720;60;SYNCSCR
'0005000010152F00';NES Open Tournament Golf;wup-n-fb4p;-;-;v0;eur;yes;'0005000010152E00';720;60;SYNCSCR
'0005000010153100';Dr Mario;wup-n-fb5e;-;-;v0;usa;yes;'0005000010153100';720;60;SYNCSCR
'0005000010153200';Dr Mario;wup-n-fb5p;-;-;v0;eur;yes;'0005000010153100';720;60;SYNCSCR
'0005000010153400';Renegade;wup-n-fb6e;-;-;v0;usa;yes;'0005000010153500';720;60;SYNCSCR
'0005000010153500';Renegade;wup-n-fb6p;-;-;v0;eur;yes;'0005000010153500';720;60;SYNCSCR
'0005000010153700';Double Dragon;wup-n-fb7e;-;-;v0;usa;yes;'0005000010153800';720;60;SYNCSCR
'0005000010153800';Double Dragon;wup-n-fb7p;-;-;v0;eur;yes;'0005000010153800';720;60;SYNCSCR
'0005000010153B00';Castlevania II Simon s Quest;wup-n-fb8e;-;-;v0;usa;yes;'0005000010153B00';720;60;SYNCSCR
'0005000010153C00';Castlevania II Simon s Quest;wup-n-fb8p;-;-;v0;eur;yes;'0005000010153C00';720;60;SYNCSCR
'0005000010154000';Usa;wup-n-jb7j;-;-;v0;jpn;yes;'0005000010154000';720;60;SYNCSCR
'0005000010154800';Bbciplayer;wup-n-hnsp;-;-;v33;eur;yes;'0005000010154800';720;60;SYNCSCR
'0005000010154900';Angry Bunnies Colossal Carrot Crusade;wup-p-wbep;-;-;v0;eur;yes;'0005000010154900';720;60;SYNCSCR
'0005000010154A00';My Style Studio Notebook;wup-p-wbkp;-;-;v2;eur;yes;'0005000010154A00';720;60;SYNCSCR
'0005000010154B00';Rubik s Cube;wup-p-wc2p;-;-;-;eur;yes;'0005000010154B00';720;60;SYNCSCR
'0005000010154C00';My Style Studio Hair Salon;wup-p-whsp;-;-;v0;eur;yes;'000500001014FE00';720;60;SYNCSCR
'0005000010154D00';The Mysterious Cities Of Gold Secret Paths;wup-p-wc3p;00bu;-;v16;eur;yes;'0005000010154D00';720;60;SYNCSCR
'0005000010154E00';Luv Me Buddies Wonderland;wup-p-alvp;-;-;v1;eur;yes;'0005000010154E00';720;60;SYNCSCR
'0005000010155B00';Tengami;wup-p-wg3p;-;-;v0;eur;yes;'0005000010155B00';720;60;SYNCSCR
'0005000010156000';My Style Studio Notebook;wup-n-wbke;-;-;v0;usa;yes;'0005000010154A00';720;60;SYNCSCR
'0005000010156100';Call Of Duty ghosts;wup-p-acpp;52;-;v112;eur;notmd;'0005000010146800';720;60;SYNCSCR
'0005000010156400';Rubik s Cube;wup-n-wc2e;-;-;-;usa;yes;'0005000010154B00';720;60;SYNCSCR
'0005000010156500';The Mysterious Cities Of Gold Secret Paths;wup-n-wc3e;00bu;-;v16;usa;yes;'0005000010154D00';720;60;SYNCSCR
'0005000010156600';F-Zero For Gameboy Advance;wup-n-paaj;-;-;v0;jpn;yes;'0005000010156600';720;60;SYNCSCR
'0005000010156700';F-Zero Maximum Velocity;wup-n-paae;-;-;v1;usa;yes;'0005000010156800';720;60;SYNCSCR
'0005000010156800';F-Zero Maximum Velocity;wup-n-paap;-;-;v0;eur;yes;'0005000010156800';720;60;SYNCSCR
'0005000010156900';3;wup-n-pabj;-;-;v0;jpn;yes;'0005000010156900';720;60;SYNCSCR
'0005000010156A00';Yoshi s Island Super Mario Advance 3;wup-n-pabe;-;-;v1;usa;yes;'0005000010156A00';720;60;SYNCSCR
'0005000010156B00';Yoshi s Island Super Mario Advance 3;wup-n-pabp;-;-;v0;eur;yes;'0005000010156A00';720;60;SYNCSCR
'0005000010156E00';WarioWare Inc Mega Microgame$;wup-n-pace;-;-;v1;usa;yes;'0005000010156E00';720;60;SYNCSCR
'0005000010156F00';Wario Ware Inc Minigame Mania;wup-n-pacp;-;-;v1;eur;yes;'0005000010156F00';720;60;SYNCSCR
'0005000010157100';Metroid Fusion;wup-n-pade;-;-;v1;usa;yes;'0005000010157100';720;60;SYNCSCR
'0005000010157200';Metroid Fusion;wup-n-padp;-;-;v0;eur;yes;'0005000010157100';720;60;SYNCSCR
'0005000010157300';Rpg;wup-n-paej;-;-;v0;jpn;yes;'0005000010157300';720;60;SYNCSCR
'0005000010157400';Mario Luigi Superstar Saga;wup-n-paee;-;-;v1;usa;yes;'0005000010157400';720;60;SYNCSCR
'0005000010157500';Mario Luigi Superstar Saga;wup-n-paep;-;-;v0;eur;yes;'0005000010157400';720;60;SYNCSCR
'0005000010157600';Call Of Duty ghosts;wup-p-acpi;52;-;v112;eur;notmd;'0005000010146800';720;60;SYNCSCR
'0005000010157800';Squids Odyssey;wup-p-wjcp;-;-;v0;eur;yes;'0005000010157800';720;60;SYNCSCR
'0005000010157A00';Squids Odyssey;wup-n-wjce;-;-;v0;usa;yes;'0005000010157800';720;60;SYNCSCR
'0005000010157E00';Bayonetta;wup-n-aafe;1;-;v1;usa;yes;'0005000010157F00';720;60;SYNCSCR
'0005000010157F00';Bayonetta;wup-p-aafd;1;-;v1;eur;yes;'0005000010157F00';720;60;SYNCSCR
'0005000010158000';Elevator Action;wup-n-fb9j;-;-;v0;jpn;yes;'0005000010158000';720;60;SYNCSCR
'0005000010158300';Wooden Sen SeY;wup-n-wdse;-;-;v0;usa;yes;'0005000010152700';720;60;SYNCSCR
'0005000010158400';My First Songs;wup-n-wmse;-;-;v0;usa;yes;'0005000010158400';720;60;SYNCSCR
'0005000010158700';Ninjagaiden;wup-n-fcbe;-;-;v0;usa;yes;'0005000010158700';720;60;SYNCSCR
'0005000010158800';Ninjagaiden;wup-n-fcbp;-;-;v0;eur;yes;'0005000010158700';720;60;SYNCSCR
'0005000010158A00';Mighty Bomb Jack;wup-n-fcce;-;-;v0;usa;yes;'0005000010158A00';720;60;SYNCSCR
'0005000010158B00';Mighty Bomb Jack;wup-n-fccp;-;-;v0;eur;yes;'0005000010158A00';720;60;SYNCSCR
'0005000010158D00';Super;wup-n-fcej;-;-;v0;jpn;yes;'0005000010158D00';720;60;SYNCSCR
'0005000010158E00';Super C;wup-n-fcee;-;-;v0;usa;yes;'0005000010158E00';720;60;SYNCSCR
'0005000010158F00';Super C;wup-n-fcep;-;-;v0;eur;yes;'0005000010158E00';720;60;SYNCSCR
'0005000010159100';Super Punch-Out;wup-n-jb8e;-;-;v0;usa;yes;'0005000010159100';720;60;SYNCSCR
'0005000010159200';Super Punch-Out;wup-n-jb8p;-;-;v0;eur;yes;'0005000010159100';720;60;SYNCSCR
'0005000010159300';3;wup-n-jb9j;-;-;v0;jpn;yes;'0005000010159300';720;60;SYNCSCR
'0005000010159500';Pop'n;wup-n-jcbj;-;-;v0;jpn;yes;'0005000010159500';720;60;SYNCSCR
'0005000010159600';Pop'ntwinbee;wup-n-jcbp;-;-;v0;eur;yes;'0005000010159600';720;60;SYNCSCR
'0005000010159800';Wiifit U [free];wup-u-afcj;1;-;v81;jpn;yes;'0005000010102200';720;60;SYNCSCR
'0005000010159900';Wiifit U [free];wup-u-afce;1;-;v81;usa;yes;'0005000010102200';720;60;SYNCSCR
'0005000010159A00';Wiifit U [promo];wup-u-afcp;1;-;v81;eur;yes;'0005000010102200';720;60;SYNCSCR
'000500001015B100';Tengami;wup-n-wg3e;-;-;v0;usa;yes;'0005000010155B00';720;60;SYNCSCR
'000500001015B200';Child Of Light;wup-n-acle;41;-;v16;usa;yes;'000500001015B200';720;60;SYNCSCR
'000500001015B400';Sonic And All Stars Racing Transformed;wup-n-as2j;-;-;v0;jpn;yes;'000500001015B400';720;60;SYNCSCR
'000500001015C200';Baseball;wup-n-pnpj;-;-;v0;jpn;yes;'000500001015C200';720;60;SYNCSCR
'000500001015CC00';Break In;wup-n-pnzj;-;-;v1;jpn;yes;'000500001015CC00';720;60;SYNCSCR
'000500001015D000';Winds Of Thunder;wup-n-pn5j;-;-;v0;jpn;yes;'000500001015D000';720;60;SYNCSCR
'000500001015D300';Lucadian Chronicles;wup-n-wlce;00as;-;v16;usa;yes;'000500001015D300';720;60;SYNCSCR
'000500001015D800';Golden Sun;wup-n-pafe;-;-;v0;usa;yes;'000500001015D800';720;60;SYNCSCR
'000500001015D900';Golden Sun;wup-n-pafp;-;-;v0;eur;yes;'000500001015D800';720;60;SYNCSCR
'000500001015DB00';Mario vs Donkey Kong;wup-n-page;-;-;-;usa;yes;'000500001015DB00';720;60;SYNCSCR
'000500001015DC00';Mario vs Donkey Kong;wup-n-pagp;-;-;v0;eur;yes;'000500001015DB00';720;60;SYNCSCR
'000500001015DE00';Kirby The Amazing Mirror;wup-n-pahe;-;-;v0;usa;yes;'000500001015DE00';576;60;SYNCSCR
'000500001015DF00';Kirby The Amazing Mirror;wup-n-pahp;-;-;v0;eur;yes;'000500001015DE00';576;60;SYNCSCR
'000500001015E100';Advance Wars;wup-n-pale;-;-;v0;usa;yes;'000500001015E100';720;60;SYNCSCR
'000500001015E200';Advance Wars;wup-n-palp;-;-;v0;eur;yes;'000500001015E100';720;60;SYNCSCR
'000500001015E400';The Legend Of Zelda-theminishcap;wup-n-pake;-;-;v1;usa;yes;'000500001015E400';720;60;SYNCSCR
'000500001015E500';The Legend Of Zelda-theminishcap;wup-n-pakp;-;-;v0;eur;yes;'000500001015E400';720;60;SYNCSCR
'000500001015EA00';Sp;wup-n-wlkj;-;-;v0;jpn;yes;'000500001015EA00';720;60;SYNCSCR
'000500001015ED00';SIMPLE DL For Wiiu Vol2 The 219;wup-n-we2j;-;-;v4;jpn;yes;'000500001014BF00';720;60;SYNCSCR
'000500001015F000';Volleyball;wup-n-fcfe;-;-;v0;usa;yes;'000500001015F000';720;60;SYNCSCR
'000500001015F100';Volleyball;wup-n-fcfp;-;-;v0;eur;yes;'000500001015F000';720;60;SYNCSCR
'000500001015F400';Castlevania III Dracula s Curse;wup-n-fche;-;-;v0;usa;yes;'000500001015F500';720;60;SYNCSCR
'000500001015F500';Castlevania III Dracula s Curse;wup-n-fchp;-;-;v0;eur;yes;'000500001015F500';720;60;SYNCSCR
'000500001015FC00';Flying Dragon The Secret Scroll;wup-n-fcme;-;-;-;usa;yes;'000500001015FC00';720;60;SYNCSCR
'000500001015FD00';Flying Dragon The Secret Scroll;wup-n-fcmp;-;-;v0;eur;yes;'000500001015FC00';720;60;SYNCSCR
'000500001015FF00';Xx;wup-n-jcdj;-;-;v0;jpn;yes;'000500001015FF00';720;60;SYNCSCR
'0005000010160000';Castlevania Dracula X;wup-n-jcde;-;-;v0;usa;yes;'0005000010160000';720;60;SYNCSCR
'0005000010160100';Castlevania Dracula X;wup-n-jcdp;-;-;v0;eur;yes;'0005000010160000';720;60;SYNCSCR
'0005000010160500';Soccer;wup-n-fcpe;-;-;v0;usa;yes;'0005000010160500';720;60;SYNCSCR
'0005000010160600';Soccer;wup-n-fcpp;-;-;v0;eur;yes;'0005000010160500';720;60;SYNCSCR
'0005000010160800';Mach Rider;wup-n-fcqe;-;-;v0;usa;yes;'0005000010160900';720;60;SYNCSCR
'0005000010160900';Mach Rider;wup-n-fcqp;-;-;v0;eur;yes;'0005000010160900';720;60;SYNCSCR
'0005000010160C00';Megaman 6;wup-n-fcse;-;-;v0;usa;yes;'0005000010160C00';720;60;SYNCSCR
'0005000010160D00';Megaman 6;wup-n-fcsp;-;-;v0;eur;yes;'0005000010160C00';720;60;SYNCSCR
'0005000010161200';Kung-fu Heroes;wup-n-fcwe;-;-;-;usa;yes;'0005000010161200';720;60;SYNCSCR
'0005000010161300';Kung-fu Heroes;wup-n-fcwp;-;-;v0;eur;yes;'0005000010161200';720;60;SYNCSCR
'0005000010161500';Pop'ntwinbeerainbowbelladventures;wup-n-jcfp;-;-;v0;eur;yes;'0005000010161500';720;60;SYNCSCR
'0005000010161600';Falling Skies The Game;wup-p-af8p;-;-;v0;eur;yes;'0005000010138600';720;60;SYNCSCR
'0005000010161700';Pikmin Short Movies HD;wup-n-mcvj;-;-;v1;jpn;yes;'0005000010161700';1080;30;SPEED
'0005000010161800';Pikmin Short Movies HD;wup-n-mcve;-;-;v0;usa;yes;'0005000010161700';1080;30;SPEED
'0005000010161900';Pikmin Short Movies HD;wup-n-mcvp;-;-;v0;eur;yes;'0005000010161700';1080;30;SPEED
'0005000010161A00';How To Train Your Dragon 2;wup-n-atde;-;-;v0;usa;yes;'0005000010162A00';720;30;SYNCSCR
'0005000010161B00';Teslagrad;wup-p-wgdp;-;-;v16;eur;yes;'0005000010161B00';720;60;SYNCSCR
'0005000010162200';Monkey Pirates;wup-p-wmpp;-;-;v16;eur;yes;'0005000010162200';720;60;SYNCSCR
'0005000010162300';Color Zen;wup-p-wczp;00yr;-;v17;eur;yes;'0005000010162300';720;60;SYNCSCR
'0005000010162500';NES Remix2;wup-n-wf2e;-;-;v1;usa;yes;'0005000010162500';720;60;SYNCSCR
'0005000010162600';NES Remix2;wup-p-wf2p;-;-;v3;eur;yes;'0005000010162500';720;60;SYNCSCR
'0005000010162800';NES Remixpack;-;-;-;v2;usa;notmd;'0005000010162800';720;60;SYNCSCR
'0005000010162A00';How To Train Your Dragon 2;wup-p-atdp;00vz;-;v0;eur;yes;'0005000010162A00';720;30;SYNCSCR
'0005000010162B00';Splatoon;wup-n-agmj;1;-;v16;jpn;yes;'0005000010176A00';720;30;SYNCSCR
'0005000010162D00';Mario Party 10;wup-n-abae;1;-;v16;usa;yes;'0005000010162E00';720;60;SYNCSCR
'0005000010162E00';Mario Party 10;wup-p-abap;1;-;v16;eur;yes;'0005000010162E00';720;60;SYNCSCR
'0005000010162F00';Just Dance Disney Party 2;wup-n-adpe;-;-;v0;usa;yes;'0005000010162F00';720;60;SYNCSCR
'0005000010163200';R-type;wup-n-ppae;-;-;-;usa;yes;'000500001016A500';720;60;SYNCSCR
'0005000010164200';Mr Heli;wup-n-ppgj;-;-;v0;jpn;yes;'0005000010164200';720;60;SYNCSCR
'0005000010164500';Gradius;wup-n-pnae;-;-;-;usa;yes;'0005000010119700';720;60;SYNCSCR
'0005000010164600';Gradius;wup-n-pnap;-;-;-;eur;yes;'0005000010119700';720;60;SYNCSCR
'0005000010164700';Bonk s Adventure;wup-n-pnbe;-;-;-;usa;yes;'0005000010164700';720;60;SYNCSCR
'0005000010164800';Bonk s Adventure;wup-n-pnbp;-;-;-;eur;yes;'0005000010164700';720;60;SYNCSCR
'0005000010164900';New Adventure Island;wup-n-pnce;-;-;-;usa;yes;'0005000010164900';720;60;SYNCSCR
'0005000010164A00';New Adventure Island;wup-n-pncp;-;-;-;eur;yes;'0005000010164900';720;60;SYNCSCR
'0005000010164D00';Neutopia;wup-n-pnee;-;-;-;usa;yes;'0005000010164D00';720;60;SYNCSCR
'0005000010166D00';Bomberman 94;wup-n-pnwe;-;-;-;usa;yes;'0005000010166D00';720;60;SYNCSCR
'0005000010166E00';Bomberman 94;wup-n-pnwp;-;-;-;eur;yes;'0005000010166D00';720;60;SYNCSCR
'0005000010167700';Dungeon Explorer;wup-n-pn3e;-;-;-;usa;yes;'0005000010167700';720;60;SYNCSCR
'0005000010168A00';Episode II;wup-n-mnkj;-;-;v0;jpn;yes;'0005000010168A00';720;60;SYNCSCR
'0005000010168D00';Lego The Hobbit;wup-p-alhp;00wr;-;v0;eur;yes;'0005000010168D00';720;30;SYNCSCR
'0005000010168F00';Just Dance wiiu;wup-p-aj5j;-;-;v16;jpn;notmd;'0005000010168F00';720;60;SYNCSCR
'0005000010169000';My Exotic Farm;wup-p-wefp;-;-;v0;eur;yes;'0005000010169000';720;60;SYNCSCR
'0005000010169500';My Exotic Farm;wup-n-wefe;-;-;v0;usa;yes;'0005000010169000';720;60;SYNCSCR
'0005000010169600';Unepic Enjoyup Games;wup-u-weps;00up;-;v16;eur;yes;'0005000010169600';720;60;SYNCSCR
'0005000010169A00';Mario Tennis Power Tour;wup-n-pape;-;-;v0;usa;yes;'0005000010169A00';720;60;SYNCSCR
'0005000010169B00';Mario Power Tennis;wup-n-papp;-;-;v0;eur;yes;'0005000010169B00';720;60;SYNCSCR
'0005000010169D00';Super Mario Advance 4 Super Mario Bros 3;wup-n-paqe;-;-;-;usa;yes;'0005000010169D00';720;60;SYNCSCR
'0005000010169E00';Super Mario Advance 4 Super Mario Bros 3;wup-n-paqp;-;-;-;eur;yes;'0005000010169D00';720;60;SYNCSCR
'000500001016A000';Wario Land 4;wup-n-pare;-;-;v0;usa;yes;'000500001016A000';720;60;SYNCSCR
'000500001016A100';Wario Land 4;wup-n-parp;-;-;v0;eur;yes;'000500001016A000';720;60;SYNCSCR
'000500001016A200';Bombing Bastards;wup-p-wbxp;00ss;-;v16;eur;yes;'000500001016A200';720;60;SYNCSCR
'000500001016A300';My First Songs;wup-p-wmsp;-;-;v0;eur;yes;'0005000010158400';720;60;SYNCSCR
'000500001016A400';Lego Batman 3 Beyond Gotham;wup-p-btmp;00wr;-;v32;eur;yes;'000500001016AD00';720;30;SYNCSCR
'000500001016A500';R-type;wup-n-ppap;-;-;-;eur;yes;'000500001016A500';720;60;SYNCSCR
'000500001016A700';Lego The Hobbit;wup-n-alhe;-;-;v0;usa;yes;'0005000010168D00';720;30;SYNCSCR
'000500001016A800';Wiifit U Information;-;-;-;v0;jpn;yes;'0005000010102200';720;60;SYNCSCR
'000500001016A900';Wiifit U Info;-;-;-;v0;usa;yes;'0005000010102200';720;60;SYNCSCR
'000500001016AA00';Wiifit U Info;-;-;-;v0;eur;yes;'0005000010102200';720;60;SYNCSCR
'000500001016AB00';Bombing Bastards;wup-n-wbxe;00ss;-;v16;usa;yes;'000500001016A200';720;60;SYNCSCR
'000500001016AC00';Armillo;wup-n-wmle;009t;-;v16;usa;yes;'000500001016C700';720;60;SYNCSCR
'000500001016AD00';Lego Batman 3 Beyond Gotham;wup-n-btme;00wr;-;v32;usa;yes;'000500001016AD00';720;30;SYNCSCR
'000500001016AE00';Wings Of Magloryx;wup-n-wgme;-;-;-;usa;yes;'000500001016AE00';720;60;SYNCSCR
'000500001016B100';Gravity Badgers;wup-n-wgve;-;-;v0;usa;yes;'000500001016E900';720;60;SYNCSCR
'000500001016B200';Master Reboot;wup-n-wmre;009v;-;v16;usa;yes;'000500001016B200';720;60;SYNCSCR
'000500001016B400';Adventures Of Lolo;wup-n-fcxe;-;-;v0;usa;yes;'000500001016B400';720;60;SYNCSCR
'000500001016B500';Adventures Of Lolo;wup-n-fcxp;-;-;v0;eur;yes;'000500001016B400';720;60;SYNCSCR
'000500001016B800';Pac-land;wup-n-fcze;-;-;v0;usa;yes;'000500001016B800';720;60;SYNCSCR
'000500001016B900';Pac-land;wup-n-fczp;-;-;v0;eur;yes;'000500001016B900';720;60;SYNCSCR
'000500001016BB00';Bases Loaded;wup-n-fc2e;-;-;v0;usa;yes;'000500001016BB00';720;60;SYNCSCR
'000500001016BF00';Megaman 5;wup-n-fc5e;-;-;v0;usa;yes;'000500001016BF00';720;60;SYNCSCR
'000500001016C000';Megaman 5;wup-n-fc5p;-;-;v0;eur;yes;'000500001016BF00';720;60;SYNCSCR
'000500001016C200';Gargoyle s Quest II The Demon Darkness;wup-n-fc6e;-;-;v0;usa;yes;'000500001016C200';720;60;SYNCSCR
'000500001016C300';Gargoyle s Quest II The Demon Darkness;wup-n-fc6p;-;-;v0;eur;yes;'000500001016C200';720;60;SYNCSCR
'000500001016C400';Project Zero 2;wup-n-jcgj;-;-;v0;jpn;yes;'000500001016C400';720;60;SYNCSCR
'000500001016C500';Street Fighter Alpha 2;wup-n-jcge;-;-;v0;usa;yes;'000500001016C500';720;60;SYNCSCR
'000500001016C600';Street Fighter Alpha 2;wup-n-jcgp;-;-;v0;eur;yes;'000500001016C500';720;60;SYNCSCR
'000500001016C700';Armillo;wup-p-wmlp;009t;-;v16;eur;yes;'000500001016C700';720;60;SYNCSCR
'000500001016C800';Just Dance Disney Party 2;wup-p-adpp;41;-;v0;eur;notmd;'000500001016C800';720;60;SYNCSCR
'000500001016CE00';Color Zen;wup-n-wcze;00yr;-;v16;usa;yes;'0005000010162300';720;60;SYNCSCR
'000500001016CF00';Mr Driller 2;wup-n-pame;-;-;v0;usa;yes;'000500001016CF00';720;60;SYNCSCR
'000500001016D000';Mr Driller 2;wup-n-pamp;-;-;v0;eur;yes;'000500001016CF00';720;60;SYNCSCR
'000500001016D100';Klonoa Empire of Dreams;wup-n-pane;-;-;v0;usa;yes;'000500001016D100';720;60;SYNCSCR
'000500001016D200';Klonoa Empire of Dreams;wup-n-panp;-;-;v0;eur;yes;'000500001016D200';720;60;SYNCSCR
'000500001016D300';Batman Arkham Origins Blackgate Deluxe;wup-p-wbmp;-;-;v1;eur;yes;'000500001016DF00';720;30;SYNCSCR
'000500001016D400';Stick It To The Man;wup-p-wmnp;-;-;v0;eur;yes;'000500001016D400';720;60;SYNCSCR
'000500001016D500';Super Toy Cars;wup-p-wctp;009y;-;v22;eur;yes;'000500001016D500';720;60;SYNCSCR
'000500001016D600';The Amazing Spider-man 2;wup-p-am9p;52;-;v0;eur;yes;'000500001016D600';720;60;SYNCSCR
'000500001016D900';Abyss;wup-p-wagp;-;-;v0;eur;yes;'000500001016D900';720;60;SYNCSCR
'000500001016DA00';Nihilumbra;wup-p-whlp;-;-;v1;eur;yes;'000500001016DA00';720;60;SYNCSCR
'000500001016DB00';Ittle Dew;wup-p-wdwp;-;-;v0;eur;yes;'000500001016DB00';720;60;SYNCSCR
'000500001016DC00';Disney Infinity 2;wup-n-adre;004q;-;v32;usa;yes;'000500001016DC00';720;60;SYNCSCR
'000500001016DD00';Mon Premier Karaoke;wup-n-wmke;-;-;v0;usa;yes;'000500001016DD00';720;60;SYNCSCR
'000500001016DE00';Super Toy Cars;wup-n-wcte;009y;-;v16;usa;yes;'000500001016D500';720;60;SYNCSCR
'000500001016DF00';Batman Arkham Origins Blackgate Deluxe;wup-n-wbme;-;-;v16;usa;yes;'000500001016DF00';720;30;SYNCSCR
'000500001016E000';Stick It To The Man;wup-n-wmne;-;-;v0;usa;yes;'000500001016D400';720;60;SYNCSCR
'000500001016E100';Shovel Knight;wup-n-wkne;00ay;-;v48;usa;yes;'000500001016E100';1080;60;SYNCSCR
'000500001016E200';XType Plus;wup-p-wexp;-;-;v32;eur;yes;'000500001016E200';720;60;SYNCSCR
'000500001016E300';GravBlocks+;wup-n-wgre;008s;-;v16;usa;yes;'000500001016E300';720;60;SYNCSCR
'000500001016E500';Blok Drop U;wup-n-wbue;-;-;v16;usa;yes;'000500001016E500';720;60;SYNCSCR
