' Title Id;Description;Product code;Company Code;Notes;Versions;Region;Available on cdn;ico file Id;Native Resolution; Native Fps; Cap effect (NOEF, SYNCSCR, SYNCSCR)
'0005000010013000';Nintendo TV II ;wup-x-hbcj;-;-;-;jpn;notmd;'0005000010013000';720;60;SYNCSCR
'0005000010100600';Tekken Tag Tournament 2 Wii U Edition;wup-n-aknj;00af;-;v16;jpn;yes;'0005000010100600';720;60;SYNCSCR
'0005000010100D00';Nintendo Joysound Wii U;wup-n-wahj;-;-;v112;jpn;yes;'0005000010100D00';720;60;SYNCSCR
'0005000010101800';Sing Party;wup-n-aswe;-;-;v0;usa;yes;'0005000010101800';720;60;SYNCSCR
'0005000010101900';Sing Party;wup-p-aswp;-;-;v0;eur;yes;'0005000010101800';720;60;SYNCSCR
'0005000010101A00';Lego City Undercover;wup-n-aple;-;-;v0;usa;yes;'0005000010101A00';720;30;SYNCSCR
'0005000010101B00';Lego City Undercover;wup-p-aplp;1;-;v16;eur;yes;'0005000010101A00';720;30;SYNCSCR
'0005000010101C00';New Super Mario Bros.u;wup-p-arpj;-;-;v16;jpn;yes;'0005000010101D00';720;60;SYNCSCR
'0005000010101C00';New U;wup-n-arpj;1;-;v16,v65[?];jpn;yes;'0005000010101C00';720;60;SYNCSCR
'0005000010101D00';New Super Mario Bros U;wup-n-arpe;1;-;v64;usa;yes;'0005000010101D00';720;60;SYNCSCR
'0005000010101E00';New Super Mario Bros U;wup-p-arpp;1;-;v0,v80[?];eur;yes;'0005000010101D00';720;60;SYNCSCR
'0005000010101F00';Nintendoland;wup-n-alcj;1;-;v32;jpn;yes;'0005000010102100';720;60;SYNCSCR
'0005000010102000';Nintendoland;wup-n-alce;1;-;v32;usa;yes;'0005000010102100';720;60;SYNCSCR
'0005000010102100';Nintendoland;wup-p-alcp;1;-;v32;eur;yes;'0005000010102100';720;60;SYNCSCR
'0005000010102200';Wiifit U;wup-n-astj;1;-;v81;jpn;yes;'0005000010102200';720;60;SYNCSCR
'0005000010102300';Wiifit U;wup-n-aste;1;-;v81;usa;yes;'0005000010102200';720;60;SYNCSCR
'0005000010102400';Wiifit U;wup-p-astp;1;-;v81;eur;yes;'0005000010102200';720;60;SYNCSCR
'0005000010102500';Nintendo Joysound Wii U;-;-;-;v80;jpn;yes;'0005000010100D00';720;60;SYNCSCR
'0005000010102D00';Hulu Plus;wup-n-hnpe;-;-;v48;usa;yes;'0005000010102D00';720;60;SYNCSCR
'0005000010102E00';Amazon Instant Video;wup-n-hnqe;-;-;v16;usa;yes;'0005000010102E00';720;60;SYNCSCR
'0005000010102F00';Amazon Instant Video;wup-n-hnrp;-;-;v32;eur;yes;'0005000010102F00';720;60;SYNCSCR
'0005000010104C00';Hulu;wup-n-hnpj;-;-;v48;jpn;yes;'0005000010104C00';720;60;SYNCSCR
'0005000010105700';Youtube;wup-n-hnka;-;-;v144,v176;all;yes;'0005000010105700';720;60;SYNCSCR
'0005000010105A00';Netflix;wup-n-hnna;-;-;v96;eur;yes;'0005000010105A00';720;60;SYNCSCR
'0005000010106B00';Assassin's Creed III;wup-n-asse;41;-;v80;usa;yes;'000500001010F600';720;30;SYNCSCR
'0005000010106D00';Super Mario Bros;wup-n-faae;-;-;v0;usa;yes;'0005000010106D00';720;60;SYNCSCR
'0005000010106E00';Super Mario Bros;wup-n-faap;-;-;v0;eur;yes;'0005000010106D00';720;60;SYNCSCR
'0005000010107000';Super Mario Bros 3;wup-n-fabe;-;-;v0;usa;yes;'0005000010107000';720;60;SYNCSCR
'0005000010107100';Super Mario Bros 3;wup-n-fabp;-;-;v0;eur;yes;'0005000010107000';720;60;SYNCSCR
'0005000010107500';Ice Climber;wup-n-face;-;-;v0;usa;yes;'0005000010107500';720;60;SYNCSCR
'0005000010107600';Ice Climber;wup-n-facp;-;-;v0;eur;yes;'0005000010107500';720;60;SYNCSCR
'0005000010107800';Kirby s Adventure;wup-n-fade;-;-;v0;usa;yes;'0005000010107A00';576;60;SYNCSCR
'0005000010107900';Kirby s Adventure;wup-n-fadp;-;-;v0;eur;yes;'0005000010107A00';576;60;SYNCSCR
'0005000010107A00';Kirby s Adventure;-;-;-;v0;eur;yes;'0005000010107A00';576;60;SYNCSCR
'0005000010107C00';Mario Bros;wup-n-faee;-;-;v0;usa;yes;'0005000010107C00';720;60;SYNCSCR
'0005000010107D00';Mario Bros.;wup-n-faep;-;-;v0;eur;yes;'0005000010107C00';720;60;SYNCSCR
'0005000010107F00';Donkey Kong;wup-n-fafe;-;-;v0;usa;yes;'0005000010107F00';720;60;SYNCSCR
'0005000010108000';Donkey Kong;wup-n-fafp;-;-;v0;eur;yes;'0005000010107F00';720;60;SYNCSCR
'0005000010108200';Excitebike;wup-n-fage;-;-;v0;usa;yes;'0005000010108200';720;60;SYNCSCR
'0005000010108300';Excitebike;wup-n-fagp;-;-;v0;eur;yes;'0005000010108200';720;60;SYNCSCR
'0005000010108500';Super Mario Bros 2;wup-n-fahe;-;-;v0;usa;yes;'0005000010108500';720;60;SYNCSCR
'0005000010108600';Super Mario Bros 2;wup-n-fahp;-;-;v0;eur;yes;'0005000010108500';720;60;SYNCSCR
'0005000010108800';Balloon Fight;wup-n-faje;-;-;v16;usa;yes;'0005000010108900';720;60;SYNCSCR
'0005000010108900';Balloon Fight;wup-n-fajp;-;-;v32;eur;yes;'0005000010108900';720;60;SYNCSCR
'0005000010108B00';Punch-out featuring Mr Dream;wup-n-fake;-;-;v0;usa;yes;'0005000010108C00';720;60;SYNCSCR
'0005000010108C00';Punch-out;wup-n-fakp;-;-;v0;eur;yes;'0005000010108C00';720;60;SYNCSCR
'0005000010108F00';Super Mario World;wup-n-jaae;-;-;v1;usa;yes;'0005000010108F00';720;60;SYNCSCR
'0005000010109000';Super Mario World;wup-n-jaap;-;-;v1;eur;yes;'0005000010108F00';720;60;SYNCSCR
'0005000010109200';Legend Of The Seven Stars;wup-n-jabe;-;-;-;usa;yes;'0005000010109300';720;60;SYNCSCR
'0005000010109300';Legend Of The Seven Stars;wup-n-jabp;-;-;-;eur;yes;'0005000010109300';720;60;SYNCSCR
'0005000010109500';Donkey Kong Country;wup-n-jace;-;-;v0;usa;yes;'0005000010109500';720;60;SYNCSCR
'0005000010109600';Donkey Kong Country;wup-n-jacp;-;-;v0;eur;yes;'0005000010109500';720;60;SYNCSCR
'0005000010109800';TLOZ A Link To The Past;wup-n-jade;-;-;v0;usa;yes;'0005000010109900';720;60;SYNCSCR
'0005000010109900';TLOZ A Link To The Past;wup-n-jadp;-;-;v0;eur;yes;'0005000010109900';720;60;SYNCSCR
'0005000010109A00';TLOZ A Link To The Past;-;-;-;v0;eur;yes;'0005000010109A00';720;60;SYNCSCR
'0005000010109B00';TLOZ A Link To The Past;-;-;-;v0;eur;yes;'0005000010109A00';720;60;SYNCSCR
'0005000010109D00';Kirby Superstar;wup-n-jaee;-;-;v0;usa;yes;'0005000010109D00';576;60;SYNCSCR
'0005000010109E00';Kirby Superstar;wup-n-jaep;-;-;v0;eur;yes;'0005000010109D00';576;60;SYNCSCR
'000500001010A100';DKC2 Diddy s Kongquest;wup-n-jage;-;-;v0;usa;yes;'000500001010A200';720;60;SYNCSCR
'000500001010A200';DKC2 Diddy s Kongquest;wup-n-jagp;-;-;v0;eur;yes;'000500001010A200';720;60;SYNCSCR
'000500001010A300';DKC2 Diddy s Kongquest;-;-;-;v0;eur;yes;'000500001010A200';720;60;SYNCSCR
'000500001010A600';Super Metroid;wup-n-jaje;-;-;v0;usa;yes;'000500001010A700';720;60;SYNCSCR
'000500001010A700';Super Metroid;wup-n-jajp;-;-;v0;eur;yes;'000500001010A700';720;60;SYNCSCR
'000500001010A900';Super Mario Kart;wup-n-jake;-;-;v0;usa;yes;'000500001010A900';720;60;SYNCSCR
'000500001010AA00';Super Mario Kart;wup-n-jakp;-;-;v0;eur;yes;'000500001010A900';720;60;SYNCSCR
'000500001010AB00';Batman Arkham City Armored Edition;wup-n-abte;-;-;v16;usa;yes;'0005000010111300';720;30;SYNCSCR
'000500001010AC00';Ben 10 Omniverse;wup-n-abee;00g9;-;v0;usa;yes;'000500001010AC00';720;60;SYNCSCR
'000500001010AD00';Darksiders II;wup-n-ad2e;-;-;v1;usa;yes;'000500001010AD00';720;30;SYNCSCR
'000500001010AE00';Just Dance 4;wup-n-ajde;41;-;v32;usa;yes;'000500001010AE00';720;60;SYNCSCR
'000500001010AF00';Marvel Avengers Battle For Earth;wup-n-amve;41;-;v16;usa;yes;'000500001010AF00';720;60;SYNCSCR
'000500001010B000';Rabbids Land;wup-n-arbe;41;-;v16;usa;yes;'000500001010FC00';720;60;SYNCSCR
'000500001010B100';Rayman Legends;wup-n-arme;41;-;v0;usa;yes;'0005000010111400';1080;60;SYNCSCR
'000500001010B200';Scribblenauts Unlimited;wup-n-asce;00wr;-;v0;usa;yes;'000500001010B200';720;60;SYNCSCR
'000500001010B300';Sonic And All Stars Racing Transformed;wup-n-as2e;008p;-;v48;usa;yes;'000500001010B300';720;60;SYNCSCR
'000500001010B400';Espn Sports Connection;wup-n-aspe;41;-;v33;usa;yes;'000500001010B400';720;60;SYNCSCR
'000500001010B500';Transformers Prime;wup-p-atre;-;-;v0;usa;yes;'000500001010B500';720;60;NOEF
'000500001010B600';Your Shape Fitness Evolved 2013;wup-n-ayse;41;-;v32;usa;yes;'000500001010B600';720;60;SYNCSCR
'000500001010C700';Mario and Sonic-Sochi 2014 Olympic Winter Games;wup-p-aure;1;-;v32;usa;yes;'000500001010C800';720;60;SYNCSCR
'000500001010C800';Mario and Sonic-Sochi 2014 Olympic Winter Games;wup-p-aurp;1;-;v32;eur;yes;'000500001010C800';720;60;SYNCSCR
'000500001010CF00';Call Of Duty Black Ops II;wup-p-aece;52;-;v128;usa;notmd;'0005000010113400';720;60;SYNCSCR
'000500001010D700';Skylanders Giants;wup-p-asle;-;-;v0;usa;notmd;'000500001010D700';720;60;SYNCSCR
'000500001010D800';Madden Nfl 13;wup-n-amde;69;-;v0;usa;yes;'000500001010D800';720;60;SYNCSCR
'000500001010D900';EA Sports Fifa Soccer 2013;wup-n-af3e;69;-;v0;usa;yes;'000500001010D900';720;60;SYNCSCR
'000500001010DA00';NBA 2013;wup-n-anbe;54;-;v32;usa;yes;'0005000010112F00';720;60;SYNCSCR
'000500001010DB00';Disney Epic Mickey 2 The Power Of Two;wup-n-aeme;004q;-;v0;usa;yes;'000500001010DB00';720;60;SYNCSCR
'000500001010DC00';Mass Effect 3 Special Edition;wup-p-amee;69;-;v16;usa;notmd;'000500001010DC00';720;30;SYNCSCR
'000500001010DD00';ZombiU;wup-n-azue;41;-;v16;usa;yes;'000500001011A700';720;30;SYNCSCR
'000500001010E300';Tom Clancy s Splinter Cell Black List;wup-n-as9e;41;-;v48;usa;yes;'000500001012AC00';720;30;SYNCSCR
'000500001010E400';Game Party Champions;wup-n-agpe;00wr;-;v0;usa;yes;'000500001010E400';720;60;SYNCSCR
'000500001010E600';007 Legends;wup-p-asve;-;-;v0;usa;notmd;'0005000010110700';720;60;NOEF
'000500001010E700';Cabela's Dangerous Hunts 2013;wup-p-acae;-;-;v0;usa;notmd;'000500001010E700';720;60;SYNCSCR
'000500001010E800';Wipeout 3;wup-p-aw3e;52;-;v0;usa;yes;'000500001010E800';720;60;SYNCSCR
'000500001010EA00';Orochi 2 hyper;wup-n-ahbj;00c8;-;v64;jpn;yes;'000500001010EA00';720;60;SYNCSCR
'000500001010EB00';Mario Kart 8;wup-n-amkj;1;-;v32;jpn;yes;'000500001010ED00';720;60;SPEED
'000500001010EC00';Mario Kart 8;wup-n-amke;1;-;v32;usa;yes;'000500001010ED00';720;60;SPEED
'000500001010ED00';Mario Kart 8;wup-p-amkp;1;-;v32;eur;yes;'000500001010ED00';720;60;SPEED
'000500001010EE00';FIFA 2013;wup-p-af3p;69;-;v16;eur;yes;'000500001010D900';720;60;SYNCSCR
'000500001010EF00';ZombiU;wup-p-azup;41;-;v32;eur;yes;'000500001011A700';720;30;SYNCSCR
'000500001010F000';Just Dance 4;wup-p-ajdp;41;-;v32;eur;yes;'000500001010AE00';720;60;SYNCSCR
'000500001010F100';Rise Of The Guardians;wup-p-argp;00af;-;v0;eur;yes;'000500001010F100';720;60;SYNCSCR
'000500001010F200';Rise Of The Guardians-thevideogame;wup-n-arge;-;-;v0;usa;yes;'000500001010F200';720;60;SYNCSCR
'000500001010F300';FamilyParty 30 Great Games Obstacle Arcade;wup-n-afpe;00g9;-;v0;usa;yes;'0005000010113200';720;60;SYNCSCR
'000500001010F400';Transformers Primethegame;wup-p-atrp;52;-;v0;eur;yes;'000500001010B500';720;60;NOEF
'000500001010F500';Mass Effect 3 Special Edition;wup-p-amep;69;-;v16;eur;notmd;'000500001010DC00';720;30;SYNCSCR
'000500001010F600';Assassins Creed III;wup-p-assp;41;-;v80;eur;yes;'000500001010F600';720;30;SYNCSCR
'000500001010F700';Your Shape Fitness Evolved 2013;wup-p-aysp;41;-;v33;eur;yes;'000500001010B600';720;60;SYNCSCR
'000500001010F800';Tekken Tag Tournament wiiu Edition;wup-p-aknp;00af;-;v32;eur;yes;'0005000010110000';720;60;SYNCSCR
'000500001010F900';Scribblenauts Unlimited;wup-p-ascp;-;-;v16;eur;yes;'000500001010B200';720;60;SYNCSCR
'000500001010FA00';The Cave;wup-n-wcve;-;-;v0;usa;yes;'000500001010FA00';720;60;SYNCSCR
'000500001010FB00';Puddle;wup-p-wdlp;00nk;-;v16;eur;yes;'000500001010FB00';720;60;SYNCSCR
'000500001010FC00';Rabbids Land;wup-p-arbp;41;-;v16;eur;yes;'000500001010FC00';720;60;SYNCSCR
'000500001010FD00';Tank Tank Tank;wup-p-atke;-;-;v0;usa;notmd;'000500001010FE00';720;60;SYNCSCR
'000500001010FE00';Tank Tank Tank;wup-p-atkp;00af;-;v0;eur;notmd;'000500001010FE00';720;60;SYNCSCR
'000500001010FF00';Game Party Champions;wup-p-agpp;00wr;-;v16;eur;yes;'000500001010FF00';720;60;SYNCSCR
'0005000010110000';Tekken Tag Tournament 2 wiiu Edition;wup-n-akne;00af;-;v32;usa;yes;'0005000010110000';720;60;SYNCSCR
'0005000010110100';Nano Assault Neo;wup-n-wase;00jx;-;v17;usa;yes;'0005000010110100';720;60;SYNCSCR
'0005000010110200';Warriors Orochi 3 Hyper;wup-n-ahbe;00c8;-;v32;usa;yes;'0005000010110200';720;30;SPEED
'0005000010110500';Puddle;wup-n-wdle;-;-;v1;usa;yes;'0005000010110500';720;60;SYNCSCR
'0005000010110600';Nano Assault Neo;wup-p-wasp;00jx;-;v17;eur;yes;'0005000010110100';720;60;SYNCSCR
'0005000010110700';007 Legends;-;-;-;v0;eur;notmd;'0005000010110700';720;60;NOEF
'0005000010110800';Marvel Avengers Battle For Earth;wup-p-amvp;41;-;v16;eur;yes;'000500001010AF00';720;60;SYNCSCR
'0005000010110900';Ninja Gaiden 3 Razor s Edge;wup-n-angj;00c8;-;v64;jpn;yes;'0005000010110B00';720;60;SYNCSCR
'0005000010110A00';Ninja Gaiden 3 Razor s Edge;wup-n-ange;1;-;v80;usa;yes;'0005000010110B00';720;60;SYNCSCR
'0005000010110B00';Ninja Gaiden 3 Razor s Edge;wup-p-angp;1;-;v48;eur;yes;'0005000010110B00';720;60;SYNCSCR
'0005000010110C00';FIFA 2013;wup-n-af3j;-;-;v0;jpn;yes;'000500001010EE00';720;60;SYNCSCR
'0005000010110E00';Super Smash Bros WiiU;wup-n-axfj;1;-;v80;jpn;yes;'0005000010145000';1080;60;SYNCSCR
'0005000010110F00';Darksiders II;wup-p-ad2p;78;-;v1;eur;yes;'000500001010AD00';720;30;SYNCSCR
'0005000010111000';Ben 10 Omniverse;wup-p-abep;00af;-;v0;eur;yes;'000500001010AC00';720;60;SYNCSCR
'0005000010111100';Jeopardy;wup-n-ajpe;-;-;v0;usa;yes;'0005000010111100';720;60;SYNCSCR
'0005000010111200';Wheel Of Fortune;wup-n-awfe;-;-;v0;usa;yes;'0005000010111200';720;60;SYNCSCR
'0005000010111300';Batman Arkham City Armored Edition;wup-p-abtp;-;-;v16;eur;yes;'0005000010111300';720;30;SYNCSCR
'0005000010111400';Rayman Legends;wup-p-armp;41;-;v0;eur;yes;'0005000010111400';1080;60;SYNCSCR
'0005000010111600';Fast and Furious;wup-p-af6e;-;-;v0;usa;notmd;'0005000010111600';720;60;SYNCSCR
'0005000010111700';Injustice Gods Among Us;wup-n-ajse;00wr;-;v16;usa;yes;'0005000010111700';720;60;SYNCSCR
'0005000010111A00';Injustice Gods Among Us;wup-p-ajsp;00wr;-;v16;eur;yes;'0005000010111700';720;60;SYNCSCR
'0005000010111B00';3ds3g;wup-n-wlyj;-;-;v32;jpn;yes;'0005000010111B00';720;60;SYNCSCR
'0005000010111D00';Sports Connection;wup-p-aspp;41;-;v16;eur;yes;'0005000010111D00';720;60;SYNCSCR
'0005000010111E00';Scribblenauts Unlimited;-;-;-;v0;eur;notmd;'000500001010B200';720;60;SYNCSCR
'0005000010111F00';Sonic And All Stars Racing Transformed;wup-p-as2p;008p;-;v48;eur;yes;'000500001010B300';720;60;SYNCSCR
'0005000010112000';The Croods Prehistoric Party;wup-n-acre;00g9;-;v16;usa;yes;'000500001012C500';720;60;SYNCSCR
'0005000010112100';Know Your Friends;wup-u-akfp;41;-;v16;eur;notmd;'0005000010112100';720;60;SYNCSCR
'0005000010112200';Trine 2 Director s Cut;wup-p-wbdp;00fz;-;v16;eur;yes;'00050000101B7800';720;30;SYNCSCR
'0005000010112300';ZombiU;wup-n-azuj;41;-;v32;jpn;yes;'000500001011A700';720;30;SYNCSCR
'0005000010112900';Batman Arkham City;wup-n-abtj;-;-;v0;jpn;yes;'0005000010111300';720;30;SYNCSCR
'0005000010112B00';Warriors Orochi 3 Hyper;wup-p-ahbp;00c8;-;v32;eur;yes;'0005000010110200';720;30;SPEED
'0005000010112E00';Disney Epic Mickey 2;-;-;-;v0;eur;yes;'000500001010DB00';720;60;SYNCSCR
'0005000010112F00';NBA 2013;wup-p-anbp;54;-;v32;eur;yes;'0005000010112F00';720;60;SYNCSCR
'0005000010113200';FamilyParty 30 Great Games Obstacle Arcade;wup-p-afpp;-;-;v0;eur;yes;'0005000010113200';720;60;SYNCSCR
'0005000010113300';The Smurfs 2;wup-p-asue;41;-;v0;usa;yes;'0005000010115D00';1080;60;SYNCSCR
'0005000010113400';Call Of Duty Black Ops II;wup-u-aecp;52;-;v128;eur;notmd;'0005000010113400';720;60;SYNCSCR
'0005000010113500';Call Of Duty Black Ops II;wup-u-aeci;52;-;v144;eur;notmd;'0005000010113400';720;60;SYNCSCR
'0005000010113700';Call Of Duty Black Ops II;wup-u-aecd;52;-;v144;eur;notmd;'0005000010113400';720;60;SYNCSCR
'0005000010113800';Zen Pinball 2;wup-p-wbap;00y4;-;v65;eur;yes;'0005000010113800';720;60;SYNCSCR
'0005000010113A00';CastleStorm;wup-p-wcsp;-;-;v0;eur;yes;'0005000010113A00';720;60;SYNCSCR
'0005000010113B00';Kickbeat Special Edition;wup-p-wkbp;-;-;v0;eur;yes;'0005000010113B00';720;60;SYNCSCR
'0005000010113C00';Funky Barn;wup-p-afbe;00gt;-;v16;usa;notmd;'0005000010113C00';720;60;SYNCSCR
'0005000010113D00';Rapala Pro Bass Fishing;wup-p-abfe;-;-;v0;usa;notmd;'0005000010113D00';720;60;SYNCSCR
'0005000010113F00';Xevious;wup-n-fale;-;-;v0;usa;yes;'0005000010113F00';720;60;SYNCSCR
'0005000010114000';Xevious;wup-n-falp;-;-;v0;eur;yes;'0005000010113F00';720;60;SYNCSCR
'0005000010114200';Yoshi;wup-n-fame;-;-;v0;usa;yes;'0005000010114200';720;60;SYNCSCR
'0005000010114300';Mario Yoshi;wup-n-famp;-;-;v0;eur;yes;'0005000010114300';720;60;SYNCSCR
'0005000010114500';Megaman;wup-n-fane;-;-;v0;usa;yes;'0005000010114500';720;60;SYNCSCR
'0005000010114600';Megaman;wup-n-fanp;-;-;v0;eur;yes;'0005000010114500';720;60;SYNCSCR
'0005000010114700';2dr;wup-n-fapj;-;-;v0;jpn;yes;'0005000010114700';720;60;SYNCSCR
'0005000010114800';Megaman 2;wup-n-fape;-;-;v0;usa;yes;'0005000010114800';720;60;SYNCSCR
'0005000010114900';Megaman 2;wup-n-fapp;-;-;v0;eur;yes;'0005000010114800';720;60;SYNCSCR
'0005000010114C00';The Legend Of The Mystical Ninja;wup-n-jale;-;-;v0;usa;yes;'0005000010114D00';720;60;SYNCSCR
'0005000010114D00';The Legend Of The Mystical Ninja;wup-n-jalp;-;-;v0;eur;yes;'0005000010114D00';720;60;SYNCSCR
'0005000010114E00';The Legend Of The Mystical Ninja;-;-;-;v0;eur;yes;'0005000010114D00';720;60;SYNCSCR
'0005000010115000';Street Fighter II The World Warrior;wup-n-jame;-;-;v0;usa;yes;'0005000010115000';720;60;SYNCSCR
'0005000010115100';Street Fighter II The World Warrior;wup-n-jamp;-;-;v0;eur;yes;'0005000010115000';720;60;SYNCSCR
'0005000010115300';Kirby s Dream Land 3;wup-n-jane;-;-;v0;usa;yes;'0005000010115300';576;60;SYNCSCR
'0005000010115400';Kirby s Dream Land 3;wup-n-janp;-;-;v0;eur;yes;'0005000010115300';576;60;SYNCSCR
'0005000010115B00';Mario s Super Picross;wup-n-jaqp;-;-;v0;eur;yes;'0005000010115B00';720;60;SYNCSCR
'0005000010115D00';The Smurfs 2;wup-p-asup;-;-;v0;eur;yes;'0005000010115D00';1080;60;SYNCSCR
'0005000010115F00';Zen Pinball 2;wup-n-wbae;00y4;-;v65;usa;yes;'0005000010113800';720;60;SYNCSCR
'0005000010116000';Skylanders Giants;-;-;-;v0;eur;notmd;'0005000010116000';720;60;SYNCSCR
'0005000010116100';Xenoblade X;wup-n-ax5j;1;-;v16;jpn;yes;'00050000101C4C00';720;30;SPEED
'0005000010116300';The Wonderful 101;wup-n-acmj;1;-;v16;jpn;yes;'0005000010135300';720;60;SYNCSCR
'0005000010116500';Toki Tori 2;wup-p-waap;00tw;-;v32;eur;yes;'0005000010116500';720;60;SYNCSCR
'0005000010116600';Fist Of The Northstar Ken s Rage 2;wup-n-ah9j;00c8;-;v17;jpn;yes;'000500001012B800';720;60;SYNCSCR
'0005000010116700';Kickbeat Special Edition;wup-n-wkbe;-;-;v0;usa;yes;'0005000010113B00';720;60;SYNCSCR
'0005000010117200';Monster Hunter 3 Ultimate;wup-p-ahdp;8;-;v32;eur;yes;'0005000010117200';720;30;SYNCSCR
'0005000010117700';Chasing Aurora;wup-p-wcap;00tj;-;v17;eur;yes;'0005000010117700';720;60;SYNCSCR
'0005000010117800';Kungfu Rabbit;wup-p-wkfp;-;-;v0;eur;yes;'0005000010117800';720;60;SYNCSCR
'0005000010118000';SIMPLE series for Wii U Vol 1;wup-n-afpj;-;-;v0;jpn;yes;'0005000010118000';720;60;SYNCSCR
'0005000010118100';Barbie Dreamhouse Party;-;-;-;v0;usa;yes;'0005000010147B00';720;60;SYNCSCR
'0005000010118200';Monsterhigh 13 Wishes;-;-;-;v1;usa;yes;'0005000010118200';720;60;SYNCSCR
'0005000010118300';Monster Hunter 3 Ultimate;wup-n-ahde;8;-;v32;usa;yes;'0005000010117200';720;30;SYNCSCR
'0005000010118400';Funky Barn;wup-p-afbp;00gt;-;v16;eur;notmd;'0005000010113C00';720;60;SYNCSCR
'0005000010119200';Pac-man;wup-n-fare;-;-;v0;usa;yes;'0005000010119200';720;60;SYNCSCR
'0005000010119300';Pac-man;wup-n-farp;-;-;v0;eur;yes;'0005000010119200';720;60;SYNCSCR
'0005000010119700';Gradius;wup-n-fatp;-;-;v0;eur;yes;'0005000010119700';720;60;SYNCSCR
'0005000010119900';F-zero;wup-n-jarj;-;-;v0;jpn;yes;'0005000010119900';720;60;SYNCSCR
'0005000010119A00';F-zero;wup-n-jare;-;-;v0;usa;yes;'0005000010119900';720;60;SYNCSCR
'0005000010119B00';F-zero;wup-n-jarp;-;-;v0;eur;yes;'0005000010119900';720;60;SYNCSCR
'0005000010119D00';Kirby s Dream Course;wup-n-jase;-;-;v0;usa;yes;'0005000010119D00';576;60;SYNCSCR
'0005000010119E00';Kirby s Dream Course;wup-n-jasp;-;-;v0;eur;yes;'0005000010119D00';576;60;SYNCSCR
'000500001011A000';Super Ghouls n Ghosts;wup-n-jate;-;-;v0;usa;yes;'000500001018E500';720;60;SYNCSCR
'000500001011A100';Super Ghouls n Ghosts;wup-n-jatp;-;-;v0;eur;yes;'000500001018E500';720;60;SYNCSCR
'000500001011A400';Super Street Fighter II The New Challengers;wup-n-jave;-;-;v0;usa;yes;'000500001011A400';720;60;SYNCSCR
'000500001011A500';Super Street Fighter II The New Challengers;wup-n-javp;-;-;v0;eur;yes;'000500001011A500';720;60;SYNCSCR
'000500001011A600';Dangerous Hunts 2013;-;-;-;v0;eur;notmd;'000500001011A600';720;60;SYNCSCR
'000500001011A700';ZombiU;wup-p-azud;41;-;v32;eur;yes;'000500001011A700';720;30;SYNCSCR
'000500001011A800';Wiiparty U;wup-n-anxj;-;-;v1;jpn;yes;'000500001011A800';720;60;SYNCSCR
'000500001011A900';Spelunker;wup-n-fase;-;-;v16;usa;yes;'000500001011A900';720;60;SYNCSCR
'000500001011AA00';Spelunker;wup-n-fasp;-;-;v0;eur;yes;'000500001011A900';720;60;SYNCSCR
'000500001011AC00';Lode Runner;wup-n-fave;-;-;v0;usa;yes;'000500001011AC00';720;60;SYNCSCR
'000500001011AD00';Lode Runner;wup-n-favp;-;-;v0;eur;yes;'000500001011AC00';720;60;SYNCSCR
'000500001011AE00';Gradius;wup-n-fate;-;-;v0;usa;yes;'0005000010119700';720;60;SYNCSCR
'000500001011AF00';Runner 2 Future Legend Of Rhythm Alien;wup-n-wbte;00xy;-;v33;usa;yes;'0005000010136300';720;60;SYNCSCR
'000500001011B000';Disney Epic Mickey 2 The Power Of Two;wup-p-aems;-;-;v0;eur;yes;'000500001010DB00';720;60;SYNCSCR
'000500001011B100';Mighty Switch Force Hyperdrive Edition;wup-n-whye;-;-;v16;usa;yes;'000500001011B100';720;60;SYNCSCR
'000500001011B200';Little Inferno;wup-n-wlfe;-;-;v0;usa;yes;'000500001011B200';720;60;SYNCSCR
'000500001011B300';Funky Barn;wup-p-afbz;00tz;-;v16;eur;yes;'0005000010113C00';720;60;SYNCSCR
'000500001011B600';Dragon Quest Beta Test;wup-u-aqdj;00gd;-;v96;jpn;yes;'000500001011B600';720;60;SYNCSCR
'000500001011B700';Uplay;wup-n-wlap;41;-;v64;eur;yes;'000500001011B700';720;60;SYNCSCR
'000500001011BA00';Uplay;wup-n-wlae;41;-;v64;usa;yes;'000500001011B700';720;60;SYNCSCR
'000500001011C000';Chasing Aurora;wup-n-wcae;00tj;-;v16;usa;yes;'0005000010117700';720;60;SYNCSCR
'000500001011C100';Mutant Mudds Deluxe;wup-n-wmme;-;-;v0;usa;yes;'000500001011C100';720;60;SYNCSCR
'000500001011C300';The Amazing Spider-man ultimate edition;wup-p-amze;-;-;v0;usa;yes;'000500001011C300';720;60;SYNCSCR
'000500001011C500';Disney Planes;wup-n-apae;004q;-;v0;usa;yes;'0005000010136900';720;30;SYNCSCR
'000500001011C600';Cloudberry Kingdom;wup-n-wcke;-;-;v0;usa;yes;'0005000010131A00';720;60;SYNCSCR
'000500001011F200';Game Wario;wup-n-asae;1;-;v0;usa;yes;'0005000010128900';720;60;SYNCSCR
'000500001011F300';The Walking Dead Survival Instinct;wup-p-awde;-;-;v0;usa;notmd;'000500001011F300';720;60;SYNCSCR
'0005000010128200';Mighty Switch Force Hyperdrive Edition;wup-p-whyp;-;-;v32;eur;yes;'000500001011B100';720;60;SYNCSCR
